cod_proposta,cod_cliente,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta,cod_colaborador,taxa_juros_mensal_decimal,data_entrada_date
335,977,2011-07-30 02:30:37,0.0244,53713.98,69285.33,15571.35,1450.58,97,3,Aprovada,55,,024400,2011-07-30
336,218,2022-12-07 00:48:42,0.0087,16572.92,27027.59,10454.67,272.38,87,3,Em análise,27,,008700,2022-12-07
337,566,2022-12-18 20:55:58,0.0080,69848.71,127319.85,57471.14,2628.11,30,4,Aprovada,3,,008000,2022-12-18
338,712,2020-10-02 12:27:15,0.0229,80924.74,130001.32,49076.58,2678.34,52,2,Enviada,42,,022900,2020-10-02
339,214,2014-08-06 05:00:39,0.0157,20300.21,33173.70,12873.49,6980.31,3,0,Aprovada,96,,015700,2014-08-06
34,863,2019-03-12 04:55:52,0.0132,143220.32,187987.07,44766.75,3120.33,71,2,Enviada,92,,013200,2019-03-12
340,425,2010-09-09 22:49:32,0.0177,83015.70,165487.90,82472.20,1699.32,114,5,Aprovada,89,,017700,2010-09-09
341,903,2016-10-11 17:58:51,0.0114,121703.01,154883.11,33180.10,123090.43,1,2,Validação documentos,68,,011400,2016-10-11
342,762,2022-01-29 13:36:45,0.0195,78781.21,155280.70,76499.49,2101.40,68,4,Em análise,9,,019500,2022-01-29
343,58,2011-09-27 00:04:24,0.0216,97817.89,175932.38,78114.49,3183.27,51,3,Aprovada,46,,021600,2011-09-27
344,321,2016-01-08 13:45:59,0.0084,106031.55,131782.86,25751.31,1613.43,96,2,Aprovada,30,,008400,2016-01-08
345,17,2022-11-06 18:59:43,0.0115,60101.06,71835.44,11734.38,2003.55,37,6,Aprovada,20,,011500,2022-11-06
346,163,2020-02-17 17:57:46,0.0213,112916.10,143911.36,30995.26,2862.65,87,1,Validação documentos,30,,021300,2020-02-17
347,439,2011-03-14 19:06:37,0.0239,74098.83,115129.09,41030.26,7740.22,11,0,Aprovada,81,,023900,2011-03-14
348,62,2015-03-14 22:57:41,0.0093,160774.28,215036.91,54262.63,2447.07,102,2,Aprovada,61,,009300,2015-03-14
349,147,2012-01-05 08:59:53,0.0189,27524.24,52447.68,24923.44,717.27,69,2,Em análise,17,,018900,2012-01-05
35,72,2020-04-06 01:33:38,0.0112,4518.38,5668.80,1150.42,194.85,27,6,Validação documentos,66,,011200,2020-04-06
350,738,2014-03-28 12:35:12,0.0171,106319.84,210478.52,104158.68,2656.82,68,6,Validação documentos,49,,017100,2014-03-28
351,36,2012-10-13 07:03:12,0.0153,164684.02,228215.07,63531.05,3052.07,115,6,Aprovada,97,,015300,2012-10-13
352,249,2014-12-06 01:59:40,0.0093,27214.51,33278.95,6064.44,3166.18,9,3,Enviada,5,,009300,2014-12-06
353,750,2012-04-15 06:14:28,0.0153,108348.99,197148.24,88799.25,3856.77,37,4,Enviada,18,,015300,2012-04-15
354,662,2020-09-01 21:50:56,0.0151,122141.83,242789.63,120647.80,2752.23,74,4,Validação documentos,28,,015100,2020-09-01
355,722,2011-10-17 08:25:40,0.0135,68082.72,104413.53,36330.81,3025.79,27,4,Validação documentos,86,,013500,2011-10-17
356,102,2019-04-01 15:30:13,0.0089,158206.13,224611.67,66405.54,3757.20,53,5,Validação documentos,63,,008900,2019-04-01
357,213,2014-09-28 06:01:14,0.0098,127569.62,150784.84,23215.22,3142.96,52,5,Enviada,54,,009800,2014-09-28
358,813,2016-04-29 07:28:44,0.0247,48201.85,68406.81,20204.96,1970.07,38,3,Aprovada,51,,024700,2016-04-29
359,903,2012-05-06 08:07:37,0.0165,112299.60,167978.57,55678.97,2657.71,73,5,Enviada,18,,016500,2012-05-06
36,417,2014-11-23 10:33:37,0.0109,28777.16,35598.90,6821.74,584.28,71,4,Aprovada,19,,010900,2014-11-23
360,744,2021-11-10 04:56:10,0.0104,47178.50,57113.38,9934.88,2512.46,21,0,Em análise,81,,010400,2021-11-10
361,265,2016-10-29 01:44:48,0.0189,100862.14,153122.88,52260.74,7363.94,16,3,Validação documentos,48,,018900,2016-10-29
362,263,2012-05-17 00:41:02,0.0093,54861.44,75906.15,21044.71,1009.99,76,3,Validação documentos,96,,009300,2012-05-17
363,49,2015-02-01 16:20:11,0.0112,125315.82,217409.12,92093.30,2544.80,72,5,Aprovada,99,,011200,2015-02-01
364,124,2018-01-16 00:59:56,0.0089,118005.01,140398.05,22393.04,3137.42,46,5,Aprovada,13,,008900,2018-01-16
365,645,2013-09-16 16:00:04,0.0168,159566.15,208865.39,49299.24,3359.36,96,3,Em análise,15,,016800,2013-09-16
366,396,2021-10-26 16:31:16,0.0177,98416.12,139390.84,40974.72,2627.23,62,3,Em análise,45,,017700,2021-10-26
367,119,2018-05-20 15:41:42,0.0159,146630.94,184393.24,37762.30,3635.27,65,2,Aprovada,33,,015900,2018-05-20
368,999,2017-07-21 19:21:28,0.0217,57840.79,94803.78,36962.99,1502.72,84,0,Aprovada,62,,021700,2017-07-21
369,592,2022-09-05 13:43:27,0.0116,147404.48,246291.64,98887.16,4720.30,39,1,Aprovada,65,,011600,2022-09-05
37,257,2020-02-23 04:44:29,0.0081,97400.34,168604.77,71204.43,2140.29,57,0,Aprovada,63,,008100,2020-02-23
370,883,2020-07-26 15:26:19,0.0147,77630.22,131066.34,53436.12,1880.00,64,0,Enviada,64,,014700,2020-07-26
371,294,2016-01-18 09:17:32,0.0225,18580.96,24331.13,5750.17,901.65,28,0,Validação documentos,34,,022500,2016-01-18
372,193,2010-03-04 19:43:32,0.0103,128429.43,248837.17,120407.74,2846.10,61,3,Aprovada,1,,010300,2010-03-04
373,548,2011-02-17 22:45:36,0.0222,98283.60,139798.65,41515.05,2401.18,109,4,Validação documentos,53,,022200,2011-02-17
374,897,2011-05-21 15:12:26,0.0246,97996.83,173856.17,75859.34,2732.69,88,6,Enviada,73,,024600,2011-05-21
375,426,2021-05-20 01:38:29,0.0093,3655.90,4480.41,824.51,61.02,88,5,Enviada,23,,009300,2021-05-20
376,772,2016-02-23 21:43:40,0.0081,132611.90,249769.01,117157.11,3184.55,51,0,Aprovada,16,,008100,2016-02-23
377,771,2020-07-24 23:51:36,0.0100,34762.03,65705.60,30943.57,5998.13,6,0,Enviada,96,,010000,2020-07-24
378,824,2020-11-23 03:22:45,0.0210,149166.60,195978.09,46811.49,152299.10,1,2,Em análise,70,,021000,2020-11-23
379,797,2022-05-16 01:00:15,0.0186,30567.29,57420.05,26852.76,702.26,90,2,Aprovada,10,,018600,2022-05-16
38,427,2015-05-25 01:27:11,0.0103,35424.00,56750.68,21326.68,559.64,103,3,Validação documentos,27,,010300,2015-05-25
380,151,2012-05-24 03:41:24,0.0202,24299.62,35011.19,10711.57,544.36,116,1,Validação documentos,80,,020200,2012-05-24
381,36,2014-11-25 02:21:19,0.0115,26168.87,32190.33,6021.46,449.06,97,4,Enviada,34,,011500,2014-11-25
382,928,2017-05-20 21:35:28,0.0230,84581.20,114768.96,30187.76,4486.36,25,0,Validação documentos,97,,023000,2017-05-20
383,805,2015-08-14 18:21:44,0.0211,98749.20,157298.85,58549.65,2941.80,59,5,Enviada,89,,021100,2015-08-14
384,521,2015-08-17 20:53:25,0.0165,126905.43,198751.32,71845.89,3747.18,50,1,Validação documentos,67,,016500,2015-08-17
385,892,2021-09-11 19:12:42,0.0118,25373.32,31543.27,6169.95,638.05,54,5,Validação documentos,99,,011800,2021-09-11
386,582,2017-08-11 09:00:05,0.0175,101845.69,140307.85,38462.16,2867.77,56,1,Aprovada,66,,017500,2017-08-11
387,555,2012-07-05 12:54:05,0.0093,141256.48,166243.96,24987.48,1958.62,120,5,Em análise,7,,009300,2012-07-05
388,53,2012-03-13 23:08:10,0.0233,90272.28,112630.73,22358.45,2658.53,68,2,Enviada,58,,023300,2012-03-13
389,182,2017-07-22 16:37:16,0.0238,39547.97,53003.03,13455.06,2002.20,27,1,Validação documentos,4,,023800,2017-07-22
39,715,2014-12-10 01:04:25,0.0225,149351.26,178107.43,28756.17,4162.60,74,1,Enviada,78,,022500,2014-12-10
390,731,2016-08-13 09:15:47,0.0221,44905.60,82678.99,37773.39,1585.16,45,6,Aprovada,14,,022100,2016-08-13
391,84,2018-05-15 22:10:21,0.0194,159475.69,227385.11,67909.42,4742.03,55,6,Aprovada,63,,019400,2018-05-15
392,144,2013-09-30 00:34:03,0.0155,117007.19,194510.23,77503.04,3380.14,50,5,Aprovada,63,,015500,2013-09-30
393,820,2017-06-22 12:59:38,0.0195,147290.05,186875.66,39585.61,3337.69,102,1,Em análise,98,,019500,2017-06-22
394,228,2022-01-29 18:25:44,0.0214,136501.84,215503.84,79002.00,6708.51,27,4,Aprovada,23,,021400,2022-01-29
395,724,2010-07-26 18:57:38,0.0150,30797.01,47054.31,16257.30,4667.48,7,3,Validação documentos,39,,015000,2010-07-26
396,216,2011-06-11 00:58:32,0.0216,15669.85,23617.02,7947.17,715.14,30,5,Aprovada,91,,021600,2011-06-11
397,679,2016-03-09 09:28:40,0.0226,61955.25,87290.12,25334.87,1524.99,112,1,Em análise,1,,022600,2016-03-09
398,633,2020-11-08 20:26:11,0.0203,74174.61,140472.94,66298.33,10138.66,8,5,Enviada,72,,020300,2020-11-08
399,248,2013-12-19 05:02:55,0.0191,9064.30,17544.25,8479.95,214.48,87,1,Em análise,63,,019100,2013-12-19
4,454,2015-02-28 17:16:17,0.0220,159503.55,230634.56,71131.01,5179.59,52,6,Enviada,92,,022000,2015-02-28
40,182,2013-03-06 07:07:34,0.0176,79874.02,99049.63,19175.61,4109.09,24,1,Validação documentos,32,,017600,2013-03-06
400,520,2020-06-02 23:37:39,0.0244,15747.06,26179.89,10432.83,451.45,79,2,Em análise,63,,024400,2020-06-02
401,381,2018-09-18 04:40:05,0.0209,153936.07,220403.96,66467.89,14636.71,12,5,Aprovada,12,,020900,2018-09-18
402,381,2016-01-03 21:46:32,0.0249,149254.43,187154.59,37900.16,4093.09,97,2,Enviada,71,,024900,2016-01-03
403,581,2010-12-02 04:07:07,0.0092,10920.92,15667.98,4747.06,261.29,53,3,Validação documentos,32,,009200,2010-12-02
404,47,2018-10-13 02:02:03,0.0113,128596.07,246726.47,118130.40,2431.85,81,5,Aprovada,22,,011300,2018-10-13
405,522,2019-04-24 01:38:15,0.0142,21740.29,34760.37,13020.08,439.40,86,5,Em análise,49,,014200,2019-04-24
406,487,2017-04-29 16:23:53,0.0153,99008.81,196146.98,97138.17,1807.00,120,5,Validação documentos,82,,015300,2017-04-29
407,793,2018-05-05 00:13:50,0.0110,83168.98,148156.91,64987.93,1634.30,75,3,Validação documentos,41,,011000,2018-05-05
408,741,2018-02-03 14:26:15,0.0129,1491.06,2317.75,826.69,55.77,33,5,Aprovada,58,,012900,2018-02-03
409,467,2014-07-11 01:42:45,0.0096,35554.28,60545.37,24991.09,1454.14,28,2,Validação documentos,49,,009600,2014-07-11
41,608,2021-03-04 08:08:46,0.0136,168359.68,235794.55,67434.87,35058.12,5,4,Enviada,2,,013600,2021-03-04
410,235,2010-11-23 13:19:06,0.0174,105045.03,195552.16,90507.13,18589.04,6,0,Aprovada,24,,017400,2010-11-23
411,611,2010-01-25 01:48:52,0.0153,16101.86,27237.48,11135.62,902.32,21,2,Validação documentos,19,,015300,2010-01-25
412,522,2010-02-14 07:18:42,0.0126,112488.56,193436.68,80948.12,3743.50,38,5,Validação documentos,98,,012600,2010-02-14
413,715,2017-04-11 21:53:37,0.0119,18053.35,33305.88,15252.53,1120.15,18,0,Enviada,19,,011900,2017-04-11
414,891,2020-05-09 22:39:52,0.0090,118293.54,229861.15,111567.61,1951.84,88,1,Em análise,94,,009000,2020-05-09
415,809,2013-10-05 01:52:30,0.0147,14248.82,25973.56,11724.74,399.04,51,4,Aprovada,29,,014700,2013-10-05
416,342,2015-10-11 14:28:01,0.0187,112227.05,215028.75,102801.70,3156.68,59,1,Enviada,2,,018700,2015-10-11
417,126,2020-04-25 18:08:17,0.0249,133251.20,192758.12,59506.92,3889.02,78,0,Aprovada,10,,024900,2020-04-25
418,53,2015-06-06 09:13:32,0.0145,39243.68,55878.50,16634.82,705.79,114,0,Enviada,54,,014500,2015-06-06
419,138,2017-10-02 21:31:43,0.0109,81705.00,144915.68,63210.68,2434.91,42,4,Em análise,53,,010900,2017-10-02
42,661,2011-03-06 06:44:23,0.0135,68016.90,82315.96,14299.06,2507.85,34,3,Validação documentos,47,,013500,2011-03-06
420,8,2014-05-07 14:54:03,0.0191,151442.78,249930.50,98487.72,3262.97,115,2,Em análise,49,,019100,2014-05-07
421,986,2010-10-03 14:19:41,0.0248,105677.23,168762.35,63085.12,28077.36,4,4,Em análise,37,,024800,2010-10-03
422,767,2011-05-13 19:45:21,0.0177,108673.57,192219.73,83546.16,5417.15,25,2,Aprovada,17,,017700,2011-05-13
423,548,2018-12-04 05:17:12,0.0094,96822.34,188726.93,91904.59,4077.04,27,6,Em análise,65,,009400,2018-12-04
424,499,2013-06-06 19:59:26,0.0165,110943.31,133251.92,22308.61,3512.31,45,1,Enviada,34,,016500,2013-06-06
425,199,2022-05-28 00:14:13,0.0129,133660.49,191377.52,57717.03,4999.09,33,5,Validação documentos,89,,012900,2022-05-28
426,231,2015-04-25 03:25:28,0.0167,44141.84,62490.81,18348.97,929.99,95,2,Em análise,37,,016700,2015-04-25
427,671,2016-07-18 06:24:40,0.0085,161195.63,219424.00,58228.37,3165.60,67,6,Enviada,47,,008500,2016-07-18
428,737,2015-11-08 04:06:23,0.0219,102033.68,167087.88,65054.20,4374.93,33,3,Enviada,31,,021900,2015-11-08
429,204,2014-01-31 01:43:40,0.0098,6991.14,9489.28,2498.14,103.10,112,5,Aprovada,41,,009800,2014-01-31
43,459,2022-11-21 14:05:11,0.0156,156818.44,196748.06,39929.62,14430.90,12,5,Em análise,66,,015600,2022-11-21
430,416,2019-05-23 20:17:46,0.0210,53057.33,101896.27,48838.94,9504.09,6,2,Aprovada,70,,021000,2019-05-23
431,17,2017-11-04 03:01:18,0.0221,8635.64,11554.57,2918.93,971.97,10,0,Validação documentos,13,,022100,2017-11-04
432,384,2017-06-15 20:54:41,0.0148,80997.74,149598.05,68600.31,1966.89,64,5,Enviada,28,,014800,2017-06-15
433,639,2017-01-04 19:49:00,0.0224,139890.90,225966.76,86075.86,21814.67,7,6,Validação documentos,99,,022400,2017-01-04
434,859,2017-06-27 17:45:08,0.0096,52629.60,77727.42,25097.82,1104.49,64,3,Em análise,25,,009600,2017-06-27
435,438,2011-05-22 06:43:48,0.0201,106098.41,179395.89,73297.48,7820.35,16,0,Aprovada,79,,020100,2011-05-22
436,5,2012-08-13 15:40:27,0.0196,156438.84,211631.90,55193.06,6781.64,31,0,Aprovada,65,,019600,2012-08-13
437,646,2017-07-01 00:57:57,0.0223,102471.71,139788.66,37316.95,3315.15,53,1,Enviada,48,,022300,2017-07-01
438,252,2017-04-06 21:14:59,0.0188,120199.91,225672.23,105472.32,2933.23,79,0,Em análise,39,,018800,2017-04-06
439,998,2016-09-17 03:47:03,0.0185,18134.25,23060.59,4926.34,457.80,72,6,Aprovada,86,,018500,2016-09-17
44,783,2010-08-29 02:38:52,0.0125,161718.07,215887.80,54169.73,10618.45,17,1,Validação documentos,68,,012500,2010-08-29
440,94,2014-04-01 18:10:00,0.0101,111353.93,167371.31,56017.38,19220.54,6,1,Em análise,96,,010100,2014-04-01
441,831,2012-03-06 21:29:25,0.0128,41662.14,49729.71,8067.57,967.40,63,1,Aprovada,22,,012800,2012-03-06
442,255,2014-09-30 14:54:07,0.0235,36427.42,71192.80,34765.38,931.88,108,6,Enviada,31,,023500,2014-09-30
443,37,2015-06-09 21:45:29,0.0215,58014.12,87004.94,28990.82,1352.64,120,2,Em análise,80,,021500,2015-06-09
444,433,2019-06-24 09:55:23,0.0090,87968.95,111303.42,23334.47,2006.76,56,0,Validação documentos,94,,009000,2019-06-24
445,118,2020-05-18 22:01:16,0.0172,33240.82,40267.83,7027.01,663.51,116,2,Aprovada,42,,017200,2020-05-18
446,314,2013-06-04 02:53:19,0.0133,42890.56,78296.20,35405.64,945.36,70,6,Validação documentos,5,,013300,2013-06-04
447,634,2017-07-08 03:33:02,0.0208,26959.72,34200.08,7240.36,660.09,92,2,Validação documentos,24,,020800,2017-07-08
448,789,2017-11-11 05:58:58,0.0173,32661.58,50022.95,17361.37,833.86,66,4,Enviada,24,,017300,2017-11-11
449,778,2014-06-10 17:20:52,0.0217,45887.56,54695.56,8808.00,1288.75,69,5,Em análise,74,,021700,2014-06-10
45,298,2021-11-24 10:34:29,0.0249,90801.17,167563.10,76761.93,2431.68,108,0,Em análise,12,,024900,2021-11-24
450,936,2010-04-13 21:22:16,0.0219,62883.74,109115.39,46231.65,2591.05,35,1,Enviada,99,,021900,2010-04-13
451,140,2022-02-10 15:12:56,0.0145,16256.33,28980.79,12724.46,1145.75,16,4,Enviada,78,,014500,2022-02-10
452,43,2022-06-20 23:44:00,0.0099,19728.66,29913.81,10185.15,1624.83,13,1,Validação documentos,46,,009900,2022-06-20
453,586,2013-09-17 00:09:56,0.0129,77458.86,146368.08,68909.22,2000.44,54,1,Aprovada,10,,012900,2013-09-17
454,767,2021-03-22 17:46:56,0.0218,60002.52,117827.92,57825.40,2379.40,37,5,Aprovada,38,,021800,2021-03-22
455,999,2019-02-10 15:08:36,0.0174,135037.07,171017.58,35980.51,137386.71,1,5,Em análise,62,,017400,2019-02-10
456,859,2010-11-06 06:17:38,0.0112,9816.42,16567.10,6750.68,211.21,66,3,Enviada,56,,011200,2010-11-06
457,474,2020-12-23 02:44:41,0.0084,187030.77,238235.74,51204.97,12541.50,16,3,Em análise,17,,008400,2020-12-23
458,492,2022-07-18 07:39:52,0.0115,21600.01,40310.37,18710.36,753.15,35,0,Enviada,99,,011500,2022-07-18
459,746,2013-11-27 10:52:15,0.0150,5419.38,7083.25,1663.87,122.66,73,2,Validação documentos,41,,015000,2013-11-27
46,575,2019-03-14 04:06:15,0.0209,43183.00,78427.34,35244.34,986.70,119,6,Enviada,16,,020900,2019-03-14
460,909,2021-12-20 07:07:30,0.0086,146303.62,178747.63,32444.01,2395.38,87,5,Em análise,47,,008600,2021-12-20
461,478,2014-10-20 07:48:25,0.0205,123276.63,170674.99,47398.36,3332.22,70,5,Aprovada,61,,020500,2014-10-20
462,647,2014-02-01 03:41:21,0.0145,112475.00,197900.88,85425.88,4778.52,29,5,Em análise,39,,014500,2014-02-01
463,427,2015-03-26 20:28:29,0.0118,183196.50,241832.66,58636.16,21574.90,9,4,Validação documentos,95,,011800,2015-03-26
464,694,2013-12-22 13:25:49,0.0196,170732.31,206277.81,35545.50,4104.74,87,2,Validação documentos,16,,019600,2013-12-22
465,636,2018-03-04 07:00:16,0.0171,43189.58,78054.70,34865.12,1326.27,48,5,Aprovada,96,,017100,2018-03-04
466,429,2012-11-30 22:23:32,0.0165,176947.37,243282.66,66335.29,6427.96,37,4,Validação documentos,65,,016500,2012-11-30
467,522,2010-04-07 07:20:32,0.0178,150255.60,222421.41,72165.81,9829.55,18,6,Enviada,22,,017800,2010-04-07
468,961,2015-07-31 09:42:43,0.0250,111860.21,209814.23,97954.02,3382.42,71,4,Validação documentos,37,,025000,2015-07-31
469,830,2020-10-19 14:33:10,0.0211,4356.74,8695.61,4338.87,147.03,47,4,Validação documentos,88,,021100,2020-10-19
47,56,2021-12-31 11:29:02,0.0125,105484.71,145685.49,40200.78,1983.24,88,3,Em análise,36,,012500,2021-12-31
470,498,2012-03-17 16:35:15,0.0208,69989.52,95750.92,25761.40,18416.61,4,6,Em análise,61,,020800,2012-03-17
471,944,2012-08-22 15:32:00,0.0163,986.59,1859.96,873.37,19.16,113,3,Enviada,98,,016300,2012-08-22
472,806,2011-04-21 01:58:34,0.0105,102638.22,124608.80,21970.58,5046.32,23,4,Enviada,51,,010500,2011-04-21
473,462,2013-07-07 04:08:36,0.0140,66532.94,128266.34,61733.40,4207.22,18,6,Validação documentos,36,,014000,2013-07-07
474,247,2018-06-14 14:50:52,0.0187,160135.89,194338.25,34202.36,3539.35,101,6,Validação documentos,65,,018700,2018-06-14
475,683,2021-11-01 22:06:54,0.0132,64259.39,78671.82,14412.43,1376.83,73,6,Em análise,64,,013200,2021-11-01
476,255,2022-06-18 23:21:12,0.0228,54108.81,73240.14,19131.33,2635.71,28,1,Aprovada,18,,022800,2022-06-18
477,42,2013-12-23 02:18:55,0.0242,127838.93,186532.25,58693.32,9261.93,17,6,Aprovada,15,,024200,2013-12-23
478,551,2016-01-06 08:08:03,0.0223,80871.28,113384.93,32513.65,2038.15,98,3,Enviada,12,,022300,2016-01-06
479,160,2012-04-03 13:54:13,0.0115,106241.69,129159.36,22917.67,2070.41,78,4,Aprovada,10,,011500,2012-04-03
48,920,2018-11-17 06:58:44,0.0210,31644.82,56782.82,25138.00,878.28,68,2,Aprovada,84,,021000,2018-11-17
480,560,2011-11-03 04:11:56,0.0083,70831.89,107264.52,36432.63,1204.60,81,3,Validação documentos,38,,008300,2011-11-03
481,371,2010-06-11 15:33:25,0.0228,186512.32,223778.68,37266.36,5114.07,79,6,Aprovada,84,,022800,2010-06-11
482,512,2016-02-07 08:24:49,0.0092,11079.03,20365.44,9286.41,219.89,68,4,Enviada,66,,009200,2016-02-07
483,28,2015-04-03 04:34:11,0.0106,13056.94,18009.22,4952.28,285.16,63,3,Enviada,17,,010600,2015-04-03
484,491,2019-06-14 21:30:45,0.0124,172495.49,211795.09,39299.60,87855.25,2,1,Validação documentos,11,,012400,2019-06-14
485,338,2021-03-30 08:59:12,0.0246,142181.29,213555.40,71374.11,4019.60,84,1,Aprovada,20,,024600,2021-03-30
486,482,2022-07-18 20:48:45,0.0126,125288.10,151666.94,26378.84,2085.24,113,3,Em análise,10,,012600,2022-07-18
487,635,2015-05-05 18:40:19,0.0182,13134.53,20036.49,6901.96,355.12,62,4,Enviada,11,,018200,2015-05-05
488,824,2011-05-05 11:22:58,0.0185,73995.04,96178.01,22182.97,1687.10,91,6,Em análise,60,,018500,2011-05-05
489,42,2020-04-13 00:38:28,0.0120,17452.67,28326.94,10874.27,628.16,34,1,Validação documentos,76,,012000,2020-04-13
49,916,2013-08-30 05:08:32,0.0218,16166.08,20300.80,4134.72,394.28,104,1,Validação documentos,23,,021800,2013-08-30
490,548,2013-04-02 05:55:14,0.0154,53880.42,97323.94,43443.52,1513.38,52,5,Validação documentos,32,,015400,2013-04-02
491,193,2014-12-18 17:39:14,0.0153,69834.69,126972.97,57138.28,1335.56,106,2,Enviada,49,,015300,2014-12-18
492,934,2013-07-20 14:08:38,0.0195,50523.56,94411.57,43888.01,1590.97,50,0,Aprovada,23,,019500,2013-07-20
493,921,2022-05-12 01:37:28,0.0136,71727.56,113574.72,41847.16,14936.08,5,2,Em análise,6,,013600,2022-05-12
494,745,2015-11-03 08:31:45,0.0099,77031.17,124517.06,47485.89,1246.90,96,1,Validação documentos,37,,009900,2015-11-03
495,165,2021-05-16 11:54:26,0.0225,57332.86,68767.29,11434.43,1409.21,111,3,Em análise,71,,022500,2021-05-16
496,154,2021-03-11 14:54:22,0.0099,30205.04,44958.33,14753.29,498.42,93,5,Enviada,85,,009900,2021-03-11
497,763,2015-11-09 14:36:16,0.0153,94763.22,161314.83,66551.61,4070.60,29,2,Em análise,83,,015300,2015-11-09
498,930,2015-03-10 14:20:42,0.0196,80208.79,123827.47,43618.68,1936.98,86,1,Enviada,70,,019600,2015-03-10
499,378,2019-10-05 04:24:14,0.0204,43067.45,53713.47,10646.02,14945.47,3,2,Validação documentos,64,,020400,2019-10-05
5,535,2019-12-05 00:14:07,0.0235,69165.19,106962.78,37797.59,2129.95,62,2,Enviada,93,,023500,2019-12-05
50,638,2020-01-13 21:31:38,0.0099,105866.55,146396.58,40530.03,1546.06,115,5,Enviada,69,,009900,2020-01-13
500,347,2022-06-17 10:33:09,0.0231,15038.36,19967.63,4929.27,435.42,70,0,Enviada,89,,023100,2022-06-17
501,392,2016-01-06 01:44:45,0.0156,57012.83,85488.95,28476.12,1244.62,81,1,Aprovada,44,,015600,2016-01-06
502,445,2020-09-06 04:47:20,0.0222,24748.49,40543.55,15795.06,8618.46,3,3,Validação documentos,69,,022200,2020-09-06
503,445,2014-02-09 10:10:20,0.0197,22005.79,37966.99,15961.20,3000.12,8,0,Aprovada,18,,019700,2014-02-09
504,932,2013-11-03 22:05:37,0.0225,108235.58,149449.25,41213.67,19486.19,6,0,Aprovada,48,,022500,2013-11-03
505,853,2011-02-18 11:55:27,0.0087,133575.20,228888.78,95313.58,2247.99,84,2,Enviada,18,,008700,2011-02-18
